source_number|name|ra|dec|error_radius|snr|y5r500|y5r500_error|redshift|redshift_source_name|mass_sz|mass_sz_pos_err|mass_sz_neg_err
1018|PSZ2-G226.15+09.02|074804.7|-072648|2.168010|4.65858|8.29305e-04|1.92057e-04|||||
1019|PSZ2-G226.16-21.95|055251.3|-210354|2.577746|9.52230|7.26888e-03|1.44114e-03|0.098900|RXCJ0552.8-2103|3.873214|0.252005|0.272311
1020|PSZ2-G226.18+76.79|115519.7|+232435|1.700899|14.55732|5.55295e-03|8.92644e-04|0.142700|RXCJ1155.3+2324|5.947109|0.241817|0.245946
1021|PSZ2-G226.75+48.95|100851.8|+114723|3.671009|6.74062|3.95035e-03|1.59641e-03|0.224500|RXCJ1008.7+1147|4.849551|0.409732|0.508402
1022|PSZ2-G227.21+54.79|103039.1|+141436|5.328359|5.69290|4.86658e-03|2.18607e-03|0.326478|RMJ103034.8+141541.8|4.867527|0.510669|0.574903
1023|PSZ2-G227.30+09.00|075015.4|-082623|2.428908|4.61783|2.02629e-03|9.65981e-04|||||
1024|PSZ2-G227.44-31.24|051629.9|-251708|6.606864|4.73415|7.86555e-03|2.55116e-03|||||
1025|PSZ2-G227.59+22.98|083926.5|-014044|2.428860|4.59576|2.53039e-03|1.44706e-03|0.280850|MaxBCGJ129.82432-01.6994|4.768429|0.660220|0.672436
1026|PSZ2-G227.61+54.87|103123.5|+140436|2.428055|5.63651|1.27186e-03|4.90140e-04|0.318800|ZwCl1028.8+1419|5.275887|0.539782|0.571951
1027|PSZ2-G227.61-84.72|011439.3|-282047|3.144149|4.92633|9.76590e-04|3.26252e-04|||||
1028|PSZ2-G227.63-52.28|034340.1|-295540|2.428692|4.58425|1.77877e-03|9.55557e-04|0.210900|2MASXJ03433581-2955302|3.653878|0.543651|0.576142
1029|PSZ2-G227.89+36.58|092651.7|+050035|2.400736|5.57671|1.23588e-03|3.65573e-04|0.461600|ZwCl0924.4+0511|6.387644|0.670228|0.679850
1030|PSZ2-G228.16+75.20|114936.8|+222423|2.428770|11.41752|2.39906e-03|4.57264e-04|0.545000|RXCJ1149.5+2224|10.417826|0.520726|0.545126
1031|PSZ2-G228.29+55.08|103253.8|+134930|5.456456|5.75173|7.11362e-03|2.58954e-03|0.315200|ZwCl1030.2+1408|4.511740|0.497456|0.623167
1032|PSZ2-G228.30-49.02|035849.4|-295605|2.226239|7.56157|2.82023e-03|7.69583e-04|0.425000|MACSJ0358.8-2955|7.204823|0.522445|0.497533
1033|PSZ2-G228.35-66.31|023840.6|-305021|2.124346|9.08268|2.80895e-02|3.04307e-03|||||
1034|PSZ2-G228.38+38.58|093434.1|+054101|2.428160|4.58413|1.05631e-03|3.96107e-04|0.543811|RMJ093439.0+054144.8|6.150394|0.821990|0.915816
1035|PSZ2-G228.50+34.95|092214.5|+034510|2.428890|6.69323|2.64157e-03|8.01292e-04|0.270100|WHLJ140.532+3.766|5.781798|0.511465|0.576999
1036|PSZ2-G228.62+68.44|112312.2|+193643|2.428407|5.97469|2.66536e-03|1.08769e-03|0.104200|RXCJ1123.2+1935|2.910177|0.311531|0.335368
1037|PSZ2-G229.23-17.23|061621.5|-215630|2.374599|9.64418|5.03167e-03|9.80900e-04|0.171000|RXCJ0616.3-2156|5.250618|0.335325|0.383339
1038|PSZ2-G229.37+49.70|101454.0|+103904|2.428564|4.90937|1.47529e-03|6.02522e-04|0.203292|RMJ101449.5+103923.2|3.911502|0.501938|0.528256
1039|PSZ2-G229.40-15.49|062331.5|-212415|2.421302|4.66865|1.21530e-03|5.64808e-04|||||
1040|PSZ2-G229.74+77.96|120118.3|+230545|1.683054|12.01073|3.60808e-03|6.45945e-04|0.269000|RXCJ1201.3+2306|7.485827|0.345301|0.365634
1041|PSZ2-G229.93+15.30|081727.2|-073024|2.428850|17.25681|1.30875e-02|1.71806e-03|0.070400|RXCJ0817.4-0730|5.123790|0.198153|0.191662
1042|PSZ2-G230.28-24.42|054838.6|-252900|3.508039|6.08370|5.62414e-03|2.07831e-03|0.042000|RXCJ0548.6-2527|1.530876|0.158888|0.169190
1043|PSZ2-G230.28-28.57|053109.2|-264929|1.489737|9.30188|2.00836e-02|1.89102e-03|||||
1044|PSZ2-G230.29-47.13|040823.1|-305928|3.248904|6.12335|4.97902e-03|1.62368e-03|0.060000|RXCJ0408.2-3053|1.843980|0.173342|0.181671
1045|PSZ2-G230.48+71.51|113612.8|+201928|1.679178|6.03830|1.03072e-03|2.31391e-04|0.321184|RMJ113608.5+201913.0|5.415278|0.544475|0.587563
1046|PSZ2-G230.73+27.70|090129.4|-013930|2.382730|5.22304|1.55444e-03|7.22467e-04|0.294350|ZwCl0859.2-0130|4.961756|0.571819|0.614159
1047|PSZ2-G230.76+65.41|111317.0|+173209|5.390328|4.60651|2.03786e-03|1.10573e-03|0.170600|RXCJ1113.3+1735|3.273330|0.449049|0.453870
1048|PSZ2-G231.05-17.32|061853.5|-233458|3.439955|4.94539|1.36295e-03|5.24922e-04|0.403000||5.299086|0.626493|0.682503
1049|PSZ2-G231.41+77.48|115959.2|+223451|2.428748|4.53697|3.27632e-03|2.00834e-03|||||
1050|PSZ2-G231.56+60.03|105418.1|+143922|2.428872|7.87923|2.13273e-03|5.40091e-04|0.299400|ACO1127|6.642860|0.491495|0.525928
1051|PSZ2-G231.70-07.80|065725.5|-201318|2.427504|6.94325|2.97810e-03|9.83953e-04|0.200000||5.442829|0.482452|0.501502
1052|PSZ2-G231.74-70.59|021811.4|-314148|3.838006|6.15634|1.90402e-03|6.24008e-04|||||
1053|PSZ2-G231.79+31.48|091613.9|-002442|2.388304|4.90539|8.75885e-04|1.95516e-04|0.332405|RMJ091617.6-002405.7|4.867756|0.629960|0.659324
1054|PSZ2-G232.27+12.59|081247.7|-105102|2.387801|4.51943|1.16155e-03|4.41337e-04|||||
1055|PSZ2-G232.45-17.44|062041.4|-245142|3.649792|4.89226|1.23483e-03|5.05214e-04|||||
1056|PSZ2-G232.84+38.13|094026.6|+022819|4.326853|5.22349|3.55267e-03|1.27646e-03|0.150800|ACO847|3.432270|0.384676|0.398836
1057|PSZ2-G233.05+23.67|085220.9|-053500|3.781829|4.74499|1.77985e-03|7.46833e-04|0.192000|MS0849.7-0521|3.714478|0.467553|0.502047
1058|PSZ2-G233.12-26.25|054439.3|-283011|3.271098|5.59616|8.38104e-04|1.62724e-04|||||
1059|PSZ2-G233.25-30.01|052819.2|-294303|2.404696|5.60507|1.55451e-03|5.62042e-04|0.158200|RXCJ0528.2-2942|3.353268|0.334957|0.356753
1060|PSZ2-G233.41-17.13|062328.4|-253543|3.373594|5.70156|9.38732e-04|2.12408e-04|0.350000||5.307721|0.571114|0.583592
1061|PSZ2-G233.43-15.36|063043.4|-245544|3.639617|4.50795|6.86728e-04|1.47576e-04|||||
1062|PSZ2-G233.46+25.46|085912.5|-045520|3.021812|4.79345|9.88486e-04|3.05358e-04|||||
1063|PSZ2-G233.68+36.14|093516.7|+004906|2.246803|5.10404|1.10826e-03|3.29928e-04|0.356823|RMJ093515.3+004746.0|5.477380|0.647489|0.672354
1064|PSZ2-G234.06-30.74|052558.1|-303515|2.244886|6.61692|2.94191e-03|9.06511e-04|0.199400|ACO3342|4.306957|0.363706|0.369652
1065|PSZ2-G234.09+10.45|080909.5|-132918|2.349662|5.14079|9.59021e-04|2.35860e-04|||||
1066|PSZ2-G234.52+82.85|122216.7|+241846|2.428770|4.51554|9.70676e-04|3.85818e-04|0.524093|RMJ122221.6+241909.3|5.413835|0.735484|0.782085
1067|PSZ2-G234.59+73.01|114418.2|+195259|3.919533|11.26705|2.85429e-02|4.89124e-03|0.021400|A1367|1.667081|0.106721|0.100932
1068|PSZ2-G235.56+23.29|085610.8|-074242|2.428897|6.07704|2.34646e-03|1.05010e-03|0.374000||6.772831|0.656357|0.651998
1069|PSZ2-G235.74-67.98|022921.0|-333039|2.428770|4.77831|1.14697e-02|6.27164e-03|0.079200|RXCJ0229.3-3332|2.014506|0.285100|0.347033
1070|PSZ2-G235.96+38.21|094611.1|+002910|1.880004|9.39624|5.23914e-03|1.02089e-03|||||
1071|PSZ2-G236.68-37.71|045558.8|-341335|2.428736|5.00144|4.49862e-03|1.75873e-03|||||
1072|PSZ2-G236.92-26.65|054736.2|-315223|2.427312|10.11679|3.64610e-03|7.55803e-04|0.148300|RXCJ0547.6-3152|4.889059|0.292369|0.320304
1073|PSZ2-G237.41-21.34|061150.5|-303757|3.629096|7.39847|2.74274e-03|5.78486e-04||RXCJ0611.8-3036|||
1074|PSZ2-G237.68+57.83|105330.9|+104857|5.416842|5.36312|3.72998e-03|1.40576e-03|||||
1075|PSZ2-G238.34+05.94|080215.6|-192545|2.389743|7.83665|3.87893e-03|1.14076e-03|0.140000|RXCJ0802.1-1926|4.906650|0.409872|0.392137
1076|PSZ2-G238.69+63.26|111256.6|+132907|2.428900|7.30878|4.51487e-03|1.54643e-03|0.169000|RXCJ1112.9+1326|4.474355|0.359687|0.409412
1077|PSZ2-G239.27-26.01|055323.6|-334207|1.888806|12.16475|3.38579e-03|5.40405e-04|0.430000|RXCJ0553.4-3342|8.772141|0.439916|0.462931
1078|PSZ2-G239.29+24.75|090856.2|-094021|1.588395|36.24374|4.02504e-02|2.71941e-03|0.054200|RXCJ0909.1-0939|6.853962|0.124978|0.127759
1079|PSZ2-G239.43+47.95|102341.8|+040959|1.580121|8.38827|2.41729e-03|5.93839e-04|0.285000|RXCJ1023.6+0411|6.525140|0.439288|0.439588
1080|PSZ2-G239.66+06.80|080817.9|-200543|2.089335|6.90813|1.36737e-03|3.07516e-04|0.300000||6.269273|0.573358|0.581858
1081|PSZ2-G239.93-39.97|044645.2|-370330|2.428839|6.61578|1.39085e-03|4.49414e-04|0.580000||7.089078|0.605168|0.629565
1082|PSZ2-G239.97+03.74|075750.1|-215749|3.782714|6.54280|1.01494e-02|2.90632e-03|0.049000|RXCJ0757.9-2157|2.212115|0.182705|0.190225
1083|PSZ2-G240.03-19.81|062231.6|-322504|2.428823|5.17409|1.35027e-03|5.10119e-04|||||
1084|PSZ2-G240.30-50.34|035433.7|-374504|2.428912|7.28754|1.53360e-03|4.26281e-04|0.251000|BVH200755|5.159399|0.429938|0.445078
1085|PSZ2-G240.39+07.91|081356.4|-200616|3.666813|5.80371|2.49109e-03|7.41468e-04|0.331500||5.606316|0.593339|0.624113
1086|PSZ2-G240.61-60.40|030404.6|-365510|2.142323|5.93747|1.59242e-03|5.49080e-04|0.219200|RXCJ0304.1-3656|4.263439|0.411962|0.434830
1087|PSZ2-G240.71-74.03|015920.4|-333222|3.649359|5.25646|1.54160e-03|7.24668e-04|||||
1088|PSZ2-G240.80-46.51|041358.7|-380645|4.260404|5.48707|3.95392e-03|1.30095e-03|0.050100|RXCJ0413.9-3805|1.518585|0.158533|0.172448
1089|PSZ2-G241.11-28.68|054257.1|-355903|2.024811|9.01615|2.17130e-03|4.74789e-04|0.420000||7.361269|0.500951|0.487392
1090|PSZ2-G241.41-65.88|023703.1|-360748|2.292451|6.07334|8.76523e-04|1.74751e-04|||||
1091|PSZ2-G241.76-30.88|053255.6|-370223|1.276067|11.12833|2.75220e-03|5.02711e-04|0.270800|RXCJ0532.9-3701|7.004796|0.335442|0.345451
1093|PSZ2-G241.79+50.30|103456.1|+042257|2.428781|4.72944|1.58710e-03|8.43867e-04|0.152400|ACO1047|3.000643|0.428506|0.438493
1092|PSZ2-G241.79-24.01|060552.7|-351833|2.375064|14.47328|3.13456e-03|4.66028e-04|0.139200|RXCJ0605.8-3518|5.588379|0.198432|0.221080
1094|PSZ2-G241.91+07.79|081703.1|-212604|2.428301|4.59465|2.63758e-03|1.57951e-03|||||
1096|PSZ2-G241.98+14.87|084200.1|-173011|2.234683|13.86426|1.05071e-02|1.71622e-03|0.168700|RXCJ0841.9-1729|6.592571|0.309493|0.310595
1095|PSZ2-G241.98+19.56|085749.4|-144431|2.428705|4.51441|1.09282e-03|4.45129e-04|||||
1097|PSZ2-G242.09+10.41|082646.5|-200720|2.305203|5.60288|1.92665e-03|7.29474e-04|0.087600|RXCJ0826.7-2007|2.572248|0.291370|0.313504
1098|PSZ2-G242.41-37.40|050048.8|-384030|4.242404|6.58638|7.98678e-03|2.37009e-03|0.053600|RXCJ0500.7-3840|1.754438|0.168344|0.172773
1099|PSZ2-G242.74-11.66|070246.1|-314211|2.860353|4.66123|7.92853e-04|2.01210e-04|||||
1100|PSZ2-G243.00-65.94|023554.7|-364415|1.685012|9.18192|1.61012e-02|2.88656e-03|||||
1101|PSZ2-G243.02+42.87|101401.3|-005732|2.428664|6.26893|7.08602e-03|2.93403e-03|0.044500|RXCJ1013.6-0054|1.706586|0.186226|0.184844
1102|PSZ2-G243.15-73.84|015903.1|-341406|2.425032|10.32211|2.53070e-03|4.25088e-04|0.410000|RXCJ0159.0-3412|8.086372|0.483076|0.502588
1103|PSZ2-G243.34-50.92|035102.3|-393817|2.428878|6.04178|1.77968e-03|7.29068e-04|0.237000||4.112363|0.387436|0.432299
1104|PSZ2-G243.64+67.74|113250.9|+142820|2.428900|12.04624|9.69905e-03|1.89491e-03|0.083400|RXCJ1132.8+1428|3.918597|0.202585|0.204300
1105|PSZ2-G244.11-53.59|033659.9|-394948|5.109843|6.73029|5.31339e-03|1.82486e-03|0.103000|RXCJ0337.0-3949|2.768320|0.256402|0.320745
1106|PSZ2-G244.12+26.12|092408.4|-121810|3.562156|4.61356|9.04446e-04|2.61316e-04|||||
1107|PSZ2-G244.37-32.15|052848.3|-392839|2.428699|11.95765|2.87512e-03|5.54778e-04|0.283900|RXCJ0528.9-3927|7.406209|0.369144|0.389281
1108|PSZ2-G244.68+08.63|082639.3|-231408|2.428905|4.92711|2.52014e-03|1.19231e-03|0.251000||4.442538|0.540938|0.538324
1109|PSZ2-G244.71+32.50|094531.7|-083828|1.940945|10.13235|4.31180e-03|7.74872e-04|0.153500|RXCJ0945.4-0839|5.229554|0.320110|0.329336
1110|PSZ2-G244.74-28.59|054710.6|-390352|2.428494|5.95391|1.04970e-03|3.33883e-04|0.319000|MACSJ0547.0-3904|4.952251|0.510172|0.539587
1111|PSZ2-G244.77+59.80|110853.4|+090516|2.428564|4.86181|1.40609e-03|5.97460e-04|0.465920|RMJ110855.4+090601.6|5.841240|0.726217|0.753825
1112|PSZ2-G245.47-53.62|033614.6|-403725|2.167865|8.78639|3.67110e-03|1.00319e-03|0.172900|RXCJ0336.3-4037|4.420207|0.302361|0.349052
1113|PSZ2-G245.66-07.40|072648.4|-322505|5.829508|4.92609|1.60777e-03|6.41536e-04|||||
1114|PSZ2-G245.70-33.75|052132.2|-405003|2.428447|5.11733|3.02132e-03|1.53765e-03|0.075600|RXCJ0521.4-4049|1.942717|0.243982|0.256178
1115|PSZ2-G246.36-30.27|054009.0|-404736|5.420098|4.58786|3.36064e-03|1.60523e-03|0.035800|RXCJ0540.1-4050|1.126739|0.158577|0.172293
1116|PSZ2-G246.41+13.14|084649.6|-215902|2.428711|4.93577|3.12116e-03|1.80364e-03|0.436000||5.711579|0.692732|0.836941
1117|PSZ2-G246.45-07.68|072721.4|-331352|2.428334|5.48760|1.18560e-03|4.60091e-04|||||
1118|PSZ2-G246.49-35.31|051345.7|-414129|2.294813|4.63435|6.03845e-04|1.30082e-04|0.081000|APMCC583|1.453552|0.171639|0.189772
1119|PSZ2-G246.50-26.09|060142.2|-395906|2.428786|10.94088|1.29435e-02|2.25027e-03|0.046800|RXCJ0601.7-3959|2.383844|0.158062|0.162546
1120|PSZ2-G246.86-12.29|070809.8|-353739|1.668707|7.86160|1.31457e-02|2.72970e-03|||||
1121|PSZ2-G246.91+24.65|092604.8|-151115|4.059449|4.80306|8.61144e-04|2.28522e-04|||||
1122|PSZ2-G247.14+25.88|093030.8|-143252|3.760740|5.36977|2.53250e-03|1.10170e-03|||||
1123|PSZ2-G247.19-23.31|061632.2|-394958|3.305560|8.33042|2.73959e-03|7.70877e-04|0.152000|RXCJ0616.5-3948|4.078645|0.301964|0.317703
1124|PSZ2-G247.56-56.06|032220.2|-412059|3.097730|5.94363|3.23683e-03|1.24621e-03|0.064300|RXCJ0322.3-4121|1.801650|0.193486|0.200301
1125|PSZ2-G247.69-25.06|060823.1|-404528|1.686111|4.98759|6.60628e-04|1.43391e-04|0.343700||4.321514|0.538809|0.570123
1126|PSZ2-G247.97+33.52|095556.9|-100147|2.428530|4.72809|3.24890e-03|1.46839e-03|0.163400|RXCJ0956.4-1004|3.219992|0.450086|0.485608
1127|PSZ2-G247.99-26.37|060159.4|-412105|3.792980|4.50738|1.05718e-03|4.41644e-04|0.230000|SPT-CLJ0601-4122|3.434011|0.451305|0.483810
1128|PSZ2-G248.95-20.71|063205.4|-403631|2.427554|5.53129|9.04149e-04|2.79062e-04|||||
1129|PSZ2-G249.06+31.00|095053.2|-122419|2.588634|5.35620|1.38574e-03|4.83187e-04|||||
1130|PSZ2-G249.14+28.98|094457.9|-134921|2.623742|5.95531|2.20800e-03|6.63128e-04|||||
1131|PSZ2-G249.38+33.26|095824.4|-110408|2.428912|9.42253|3.89635e-03|9.41796e-04|0.166900|RXCJ0958.3-1103|5.406621|0.325463|0.366889
1132|PSZ2-G249.52+18.21|091156.3|-211116|2.428730|4.88633|2.61586e-03|1.26562e-03||ACO3415|||
1134|PSZ2-G249.80+04.56|082441.4|-294431|2.318357|5.43062|1.54872e-03|5.73205e-04|0.420000||6.516751|0.524411|0.566848
1133|PSZ2-G249.80-68.11|022100.6|-382841|2.428197|4.66045|1.15404e-03|5.00311e-04|0.228000|RXCJ0220.9-3829|3.754492|0.521484|0.565190
1135|PSZ2-G249.87-21.65|062846.9|-414243|2.428172|6.36683|2.55666e-03|8.32069e-04|0.175900|RXCJ0628.8-4143|3.842515|0.364576|0.424435
1136|PSZ2-G249.91-39.86|044947.3|-444123|2.211046|7.88920|3.69968e-03|9.66364e-04|0.150100|RXCJ0449.9-4440|3.607781|0.243815|0.276346
1137|PSZ2-G250.04+24.14|093215.6|-174017|2.197242|6.80014|1.73679e-03|4.87378e-04|0.400000||6.647714|0.515591|0.557367
1138|PSZ2-G250.17+73.53|115659.1|+163204|4.597817|5.15519|5.83156e-02|7.46867e-03|0.275148||3.351863|0.813961|0.760710
1139|PSZ2-G250.29-17.29|065120.0|-403751|3.801410|5.71184|1.25337e-03|3.69112e-04|0.270000|SPT-CLJ0651-4037|4.520432|0.481950|0.500714
1141|PSZ2-G250.43-09.02|073024.5|-372113|2.428672|6.44407|2.59592e-03|1.16433e-03|||||
1140|PSZ2-G250.43-41.42|044059.0|-450413|2.428854|4.99339|2.25451e-03|1.07421e-03|0.150000|ABELL3284|2.639722|0.334907|0.381286
1142|PSZ2-G250.47-33.97|052302.2|-444731|2.428530|4.60823|2.47100e-03|1.30262e-03|||||
1143|PSZ2-G250.59-25.03|061209.5|-431729|3.064696|4.97251|1.08279e-03|3.34477e-04|0.550000|SPT-CLJ0612-4317|5.092966|0.620617|0.675420
1144|PSZ2-G250.68+40.76|102308.7|-063620|5.975365|4.72318|1.62147e-03|6.80194e-04|0.254400|ABELL1001|4.088041|0.530973|0.565298
1145|PSZ2-G250.73+22.85|093000.8|-190000|2.428635|4.83717|1.58414e-03|7.52527e-04|||||
1146|PSZ2-G250.89-36.24|051023.5|-451945|2.428887|12.38804|4.83986e-03|8.40330e-04|0.200000|RXCJ0510.2-4519|5.737083|0.290080|0.299064
1147|PSZ2-G251.13-78.15|013618.5|-340011|3.771839|4.56596|8.78486e-04|2.59230e-04|0.304000||4.167236|0.547281|0.578720
1148|PSZ2-G251.21-16.74|065544.7|-411509|2.428796|4.71468|2.06168e-03|9.10888e-04|||||
1149|PSZ2-G251.55-42.78|043300.8|-455022|2.428290|4.78426|1.98561e-03|1.10842e-03|||||
1150|PSZ2-G252.23-50.62|034815.9|-451443|2.246693|5.65221|1.25645e-03|5.07479e-04|0.358200|SPT-CLJ0348-4515|4.557039|0.445157|0.461593
1151|PSZ2-G252.45+73.44|115834.6|+160018|2.873744|5.56832|2.77283e-02|4.09614e-03|||||
1152|PSZ2-G252.51+20.02|092546.6|-220755|2.052543|4.88803|7.70261e-04|1.57644e-04|||||
1154|PSZ2-G252.95+18.94|092331.0|-230939|2.428863|5.71463|1.17314e-03|3.54449e-04|||||
1153|PSZ2-G252.95-41.35|044055.8|-465729|1.997326|5.48901|1.08354e-03|4.52320e-04|0.350000|SPT-CLJ0440-4657|4.320621|0.430459|0.476613
1155|PSZ2-G252.99-56.09|031748.2|-441554|2.359885|10.48372|6.96689e-03|1.48539e-03|0.075200|RXCJ0317.9-4414|2.927327|0.172008|0.196732
1156|PSZ2-G253.04+36.83|101718.4|-104138|3.662606|7.47610|3.86734e-03|1.35277e-03|0.058600|RXCJ1017.3-1040|2.303061|0.193295|0.212324
1157|PSZ2-G253.13+57.49|111413.2|+042103|2.796160|6.58375|1.75209e-03|5.72791e-04|0.229300|ACO1208|4.837296|0.448637|0.454980
1158|PSZ2-G253.21+34.25|101024.7|-123838|3.773762|5.20008|1.35761e-03|4.81436e-04|0.306200|MS1008.1-1224|4.942294|0.566023|0.595130
1159|PSZ2-G253.43+30.57|100022.1|-152436|2.428366|4.93754|1.88076e-03|8.03631e-04|||||
1160|PSZ2-G253.44-10.93|072833.2|-405117|1.282550|7.07503|1.12987e-03|1.61442e-04|||||
1161|PSZ2-G253.48-33.72|052551.0|-471544|2.428906|9.35934|1.51586e-03|3.64536e-04|0.191300|RXCJ0525.8-4715|4.669704|0.312977|0.324478
1162|PSZ2-G253.95+39.12|102549.0|-093120|2.425480|4.65785|9.05627e-04|2.94015e-04|||||
1163|PSZ2-G254.08-58.45|030419.6|-440150|2.428894|6.38309|1.19002e-03|3.46065e-04|0.458410|SPT-CLJ0304-4401|6.222445|0.572122|0.586921
1164|PSZ2-G254.10+19.95|092955.8|-231623|2.427146|4.79738|7.37122e-04|1.49272e-04|||||
1165|PSZ2-G254.46-14.44|071344.6|-431449|1.330406|7.44677|1.11210e-03|2.07319e-04|0.550000||7.333130|0.459474|0.445649
1166|PSZ2-G254.51-27.32|060358.7|-471349|3.840330|7.37069|1.23116e-03|3.53184e-04|0.274400|SPT-CLJ0603-4714|4.884377|0.389514|0.424556
1167|PSZ2-G254.52+08.27|085130.4|-311552|3.769266|5.23650|1.09966e-03|3.23749e-04|||||
1168|PSZ2-G254.52+62.52|112957.2|+073505|7.988115|4.84758|1.10559e-02|2.63644e-03|||||
1169|PSZ2-G254.64-45.20|041733.9|-474756|2.844077|5.22600|1.23260e-03|5.21203e-04|0.581050|SPT-CLJ0417-4748|4.810139|0.571999|0.606646
1170|PSZ2-G254.66-34.45|052158.0|-481705|2.428796|4.64048|1.83095e-03|9.92421e-04|0.296000|SPT-CLJ0522-4818|3.721907|0.486617|0.575057
1171|PSZ2-G254.73-30.52|054525.3|-475728|4.775981|5.21417|4.30576e-03|1.69229e-03|0.125400|RXCJ0545.5-4756|2.277109|0.267093|0.274561
1172|PSZ2-G254.90+33.92|101339.4|-135051|2.428885|4.81828|2.14051e-03|9.89846e-04|0.151700|RXCJ1013.5-1350|3.183589|0.409126|0.434236
1173|PSZ2-G254.92+82.31|122651.4|+215127|3.822009|4.74900|1.61070e-03|7.90656e-04|0.437266|RMJ122651.1+214952.3|5.146897|0.632683|0.632974
1174|PSZ2-G254.96+55.88|111252.1|+022901|3.618194|5.98593|2.05365e-03|7.98120e-04|0.078000|RXCJ1113.3+0231|2.320351|0.246880|0.261240
1175|PSZ2-G255.07+54.84|111018.2|+013934|2.061428|5.39891|9.48742e-04|2.53796e-04|0.088740||2.156570|0.237746|0.275205
1176|PSZ2-G255.32-56.27|031427.4|-452551|2.428301|4.64747|2.62752e-03|1.24580e-03|0.071800|RXCJ0314.3-4525|1.741252|0.255331|0.280715
1177|PSZ2-G255.51+49.96|105816.7|-021126|2.428843|4.81896|1.95771e-03|1.04558e-03|0.340297|RMJ105820.4-021039.8|4.986330|0.627257|0.617345
1178|PSZ2-G255.52-35.66|051449.6|-490245|2.428872|5.84428|3.76292e-03|1.45913e-03|0.091200|RXCJ0514.6-4903|2.136073|0.233577|0.248816
1179|PSZ2-G255.60-46.18|041109.4|-481811|2.217579|9.09555|1.56386e-03|3.24440e-04|0.423513|SPT-CLJ0411-4819|6.324114|0.414605|0.430632
1180|PSZ2-G255.64-25.30|061656.8|-474726|1.851071|7.12433|1.56547e-03|3.55637e-04|0.116400|RXCJ0616.8-4748|2.884005|0.251919|0.262558
1181|PSZ2-G256.24+34.83|101932.8|-135542|2.428345|6.97663|3.02657e-03|9.11469e-04|0.152752|ACO976|4.091564|0.343937|0.390139
1182|PSZ2-G256.38+44.04|104432.8|-070336|2.428857|5.64979|2.11255e-03|8.99848e-04|0.134200|RXCJ1044.5-0704|3.184168|0.354294|0.367830
1183|PSZ2-G256.41+32.31|101301.1|-155330|5.267737|4.95299|1.56784e-03|5.96703e-04|||||
1184|PSZ2-G256.53-65.70|022551.0|-415517|1.832807|11.94251|4.66694e-03|7.80942e-04|0.219500|RXCJ0225.9-4154|6.082010|0.282542|0.329439
1185|PSZ2-G256.67+42.05|103958.2|-084246|2.428831|5.08247|4.85043e-03|2.14143e-03|0.065000|RXCJ1039.7-0841|1.802152|0.243103|0.291522
1186|PSZ2-G257.09+55.61|111547.8|+012946|2.427521|7.76743|1.70084e-03|4.73257e-04|0.349900|RXCJ1115.8+0129|6.863782|0.528804|0.536473
1187|PSZ2-G257.32-22.19|063718.2|-482902|2.021254|10.89251|3.59267e-03|6.52005e-04|0.202600|RXCJ0637.3-4828|5.306530|0.272638|0.271768
1188|PSZ2-G257.51+57.54|112127.1|+025032|2.428910|5.31298|3.42256e-03|1.47684e-03|0.046800|RXCJ1121.7+0249|1.516245|0.189916|0.193770
1189|PSZ2-G257.72+17.85|093346.9|-271202|2.427699|5.78756|2.17847e-03|8.19102e-04|0.297000|ACOS616|5.359890|0.594239|0.603659
1190|PSZ2-G258.33-38.54|045636.9|-511436|2.427879|4.99348|1.00106e-03|3.81404e-04|0.561539|SPT-CLJ0456-5116|5.223244|0.638612|0.666559
1191|PSZ2-G259.22-19.10|065829.7|-491243|2.425512|5.63359|1.32734e-03|5.98701e-04|0.157000|ACO3406|3.079501|0.348779|0.368367
1192|PSZ2-G259.30+84.41|123442.1|+230130|3.759646|5.44421|2.36369e-03|1.19158e-03|0.328669|RMJ123446.1+230101.0|4.891413|0.521350|0.543857
1193|PSZ2-G259.58-51.07|033813.7|-493506|5.016734|4.85114|2.34702e-03|1.09500e-03|0.530000|SPT-CLJ0337-4928|4.874622|0.565943|0.565874
1194|PSZ2-G259.98-18.44|070353.2|-493956|2.428620|6.28042|2.21717e-03|7.88976e-04|0.313000||4.972069|0.472631|0.505388
1195|PSZ2-G259.98-63.43|023218.8|-442140|1.314374|12.98369|3.10973e-03|4.44118e-04|0.283600|RXCJ0232.2-4420|7.541107|0.334554|0.323071
1196|PSZ2-G260.52-54.50|031727.1|-484953|5.893713|5.96244|4.51666e-03|1.51015e-03|0.164197|RXCJ0317.7-4848|2.971452|0.336688|0.382964
1197|PSZ2-G260.63-28.94|055934.3|-524930|1.907166|7.75235|7.49480e-04|1.61124e-04|0.600900|ACT-CLJ0559-5249|5.959494|0.395762|0.387647
1198|PSZ2-G260.76-31.27|054417.4|-531050|4.413692|4.60947|8.01469e-04|3.63280e-04|0.250000|SCSOJ054407-530924|3.102154|0.392862|0.424835
1199|PSZ2-G260.80+06.71|090511.8|-370130|2.311377|7.25886|4.17092e-03|1.02484e-03|||||
1200|PSZ2-G260.85-62.19|023705.3|-452120|2.584309|6.39723|2.36117e-03|7.29715e-04|0.190000|ACO3036|3.756779|0.355842|0.364218
